OTUID,Y11_Spring_1,Y11_Spring_2,Y11_Spring_3,Y11_Spring_4,Y11_Summer_1,Y11_Summer_2,Y11_Summer_3,Y11_Summer_4,Y2_Spring_1,Y2_Spring_2,Y2_Spring_3,Y2_Spring_4,Y2_Summer_1,Y2_Summer_2,Y2_Summer_3,Y2_Summer_4,Y5_Spring_1,Y5_Spring_2,Y5_Spring_3,Y5_Spring_4,Y5_Summer_1,Y5_Summer_2,Y5_Summer_3,Y5_Summer_4,Y8_Spring_1,Y8_Spring_2,Y8_Spring_3,Y8_Spring_4,Y8_Summer_1,Y8_Summer_2,Y8_Summer_3,Y8_Summer_4
ASV_1870,0,7,6,12,0,6,4,2,3,0,3,0,0,4,0,0,0,1,0,1,3,1,0,19,0,0,2,2,0,11,2,1
ASV_632,0,1,0,0,0,0,0,1,14,1,8,5,12,25,5,6,0,0,2,0,1,0,1,0,2,0,0,0,1,3,0,2
ASV_574,0,5,7,1,2,4,2,2,6,5,0,6,4,5,8,3,1,3,1,2,1,1,7,2,1,0,1,3,1,2,1,3
ASV_137,0,1,3,0,0,2,1,4,17,6,3,2,5,10,6,4,2,0,0,1,3,2,2,0,0,6,2,5,0,2,1,0
ASV_4220,0,0,8,24,7,0,3,0,0,0,0,0,0,0,0,0,7,3,4,0,13,0,0,15,0,3,1,0,1,1,0,0
ASV_1309,0,0,0,0,0,1,0,5,0,0,2,3,8,28,2,15,1,1,0,0,0,2,7,4,0,0,0,0,8,1,1,1
ASV_405,0,0,0,0,0,1,0,4,10,6,5,12,2,2,6,5,5,3,2,1,3,2,1,2,3,9,2,1,1,0,0,2
ASV_5521,1,0,10,1,4,4,2,1,0,0,6,0,2,0,0,1,3,7,0,6,2,6,1,3,4,3,5,3,3,2,5,4
ASV_3577,3,5,2,2,0,0,0,3,0,0,0,0,0,0,0,0,15,7,11,8,1,2,0,2,5,3,1,5,1,5,7,1
ASV_6224,6,2,1,4,2,7,5,7,0,0,0,0,0,0,0,1,5,1,1,3,5,4,2,2,2,0,2,3,9,6,6,3
ASV_6206,8,1,4,6,5,1,3,1,1,0,1,5,1,0,1,0,9,3,2,5,2,4,2,5,7,1,0,3,1,4,0,3
ASV_753,6,5,2,1,1,0,2,8,1,0,0,0,0,0,0,3,0,2,0,0,2,19,0,2,0,0,0,0,13,9,9,4
ASV_242,3,4,5,4,0,4,0,1,3,1,5,1,0,1,3,1,4,1,1,5,4,1,0,2,7,1,4,11,5,2,3,2
ASV_1078,9,7,2,2,2,1,2,7,2,1,1,0,4,2,3,1,6,0,2,1,3,3,1,2,6,1,2,3,4,4,3,2
ASV_4109,1,3,4,4,0,1,2,2,0,0,0,0,31,6,7,5,2,1,2,2,3,3,4,0,1,0,0,0,1,3,1,0
ASV_4131,8,6,4,7,1,2,4,1,3,6,2,3,0,7,2,1,3,1,1,1,1,5,3,1,3,1,3,3,1,1,1,3
ASV_427,3,2,0,0,0,1,0,2,20,5,7,5,8,10,2,5,4,2,0,1,0,2,2,1,3,0,0,1,0,2,1,0
ASV_4851,3,2,1,5,3,4,1,4,2,1,3,3,3,1,1,3,1,4,5,3,3,7,2,6,2,0,0,2,3,5,3,3
ASV_2377,6,6,2,3,3,0,1,2,0,0,0,0,0,0,0,0,1,1,0,4,2,3,0,2,5,10,3,10,5,5,8,7
ASV_215,3,3,8,5,2,0,1,4,7,3,6,3,1,0,0,0,2,1,3,6,1,1,2,5,10,3,1,5,1,0,1,1
ASV_6056,1,2,0,0,0,1,0,4,0,1,1,50,0,5,1,5,4,3,6,0,0,0,4,0,0,1,0,0,0,0,0,0
ASV_7295,3,1,4,1,3,3,2,2,2,3,1,1,1,1,3,0,5,10,5,4,2,5,1,2,10,3,0,3,2,1,4,1
ASV_263,1,0,1,0,0,1,1,1,13,10,14,1,4,0,1,0,3,2,0,2,1,1,0,2,6,1,2,14,3,2,2,0
ASV_7102,1,3,10,2,4,4,2,1,0,0,0,0,0,0,0,3,0,8,4,2,4,5,1,5,2,5,5,9,2,3,2,2
ASV_4621,0,3,2,6,0,2,0,4,0,0,0,2,0,0,0,0,15,0,6,3,2,6,3,0,1,4,20,1,1,0,6,2
ASV_6536,0,0,3,0,4,1,5,2,18,11,28,4,2,0,0,0,6,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0
ASV_5012,0,0,0,0,0,0,0,0,31,34,1,1,13,1,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
ASV_6384,3,1,1,10,2,0,0,0,0,0,12,0,0,0,0,0,1,7,4,0,1,0,1,0,6,7,12,19,0,1,0,0
ASV_639,3,6,0,3,3,3,1,3,2,0,0,1,14,11,5,2,3,0,0,1,3,0,0,3,1,2,0,2,1,9,2,4
ASV_322,6,5,2,5,2,0,4,6,0,0,0,0,1,1,0,2,2,5,1,3,3,3,3,3,6,1,1,8,1,5,5,4
ASV_2231,3,3,7,4,1,0,0,4,1,0,5,5,4,0,1,3,2,5,5,3,3,2,2,6,2,4,3,3,3,1,1,2
ASV_6553,6,9,3,8,6,0,3,6,3,1,1,1,0,0,0,1,2,2,4,3,5,0,1,0,5,3,2,6,3,2,1,1
ASV_7084,6,5,5,2,0,1,2,0,0,0,1,0,0,0,0,0,14,9,9,3,0,2,1,0,1,3,16,3,1,1,2,1
ASV_2446,8,5,7,5,0,1,1,4,1,0,0,0,0,0,0,0,4,2,7,1,2,1,1,1,6,6,10,7,0,2,5,1
ASV_645,4,2,2,1,11,7,3,8,1,0,0,0,1,0,0,0,2,2,1,3,4,6,4,3,2,2,1,2,3,5,4,4
ASV_4493,5,13,5,5,5,1,0,0,2,0,4,1,0,0,1,0,2,6,0,10,0,1,0,2,11,6,1,2,2,2,1,0
ASV_7337,9,2,3,2,7,5,3,6,0,0,2,0,0,0,0,0,6,4,4,2,0,3,3,4,5,0,1,2,1,5,4,5
ASV_7908,7,3,8,3,1,4,3,1,0,0,14,0,0,1,1,1,1,0,0,3,2,1,1,1,0,2,3,11,8,5,2,1
ASV_210,5,1,2,6,1,0,1,3,1,0,9,2,0,1,1,0,5,3,4,7,2,2,0,0,5,2,4,8,3,1,7,2
ASV_5207,8,5,3,2,3,3,2,8,0,0,0,0,0,0,0,0,1,4,3,5,0,7,2,0,7,1,2,12,1,5,3,1
ASV_3025,3,3,2,2,1,1,0,0,2,2,4,1,0,1,0,1,0,17,2,12,3,10,2,13,0,2,1,1,0,1,0,1
ASV_1287,2,4,5,5,6,1,3,3,1,2,1,1,1,1,0,0,2,3,2,2,5,1,7,3,7,6,0,3,4,4,2,1
ASV_661,1,3,4,0,0,1,2,0,10,3,3,11,6,3,3,19,3,0,0,0,2,3,1,0,0,5,1,3,0,0,0,1
ASV_181,1,2,3,0,0,2,0,1,5,1,6,7,1,3,6,2,6,8,2,6,3,4,2,3,10,0,0,2,0,0,1,1
ASV_4176,3,1,4,7,0,1,2,1,15,1,9,3,1,4,2,1,2,0,1,6,1,1,0,1,6,4,1,1,1,2,2,4
ASV_921,4,4,2,2,0,2,0,5,3,1,8,5,3,2,3,2,7,0,5,6,1,3,5,0,1,4,0,3,1,2,3,1
ASV_3848,2,2,6,7,9,6,4,2,0,2,0,0,3,0,3,4,1,2,5,0,3,2,3,4,5,1,0,1,7,3,0,1
ASV_1061,2,10,2,1,5,4,3,3,3,1,1,0,0,0,1,0,0,0,2,4,2,7,2,8,2,1,5,8,2,1,7,1
ASV_6949,2,2,2,1,2,2,2,2,4,1,11,7,0,3,2,0,9,0,1,6,1,2,2,1,7,0,4,0,1,2,5,4
ASV_467,4,1,1,0,0,2,0,5,9,0,6,2,9,10,4,0,2,2,2,2,0,0,2,8,6,2,0,1,3,0,4,1
ASV_1306,1,0,0,2,1,4,2,1,9,5,5,2,9,16,7,5,0,2,2,0,1,1,1,4,0,2,1,0,2,2,0,1
ASV_303,1,0,2,4,2,4,11,2,0,0,0,0,0,0,0,0,6,1,4,6,2,8,4,2,3,0,1,3,5,9,5,3
ASV_810,0,5,1,1,3,9,9,4,2,5,5,1,0,6,11,7,0,0,2,0,2,0,4,3,0,2,0,0,2,0,4,0
ASV_6940,0,1,0,0,0,1,1,1,6,31,1,7,3,6,2,7,1,0,2,0,4,0,1,0,2,10,1,0,0,0,0,0
ASV_2885,0,1,3,0,3,2,3,2,4,2,6,3,0,4,5,1,4,0,3,7,0,1,2,2,7,2,2,0,2,4,9,4
ASV_6795,0,1,5,3,1,4,3,2,2,0,0,0,0,0,0,0,4,1,8,5,2,4,0,1,6,4,0,10,4,5,9,4
ASV_2144,0,0,1,1,1,0,2,2,15,11,14,5,4,4,6,5,2,0,0,2,0,0,3,2,1,1,0,1,2,0,1,2
ASV_212,0,0,0,0,0,0,1,0,8,8,6,4,2,3,11,14,0,2,1,1,0,5,0,2,4,9,2,3,0,1,0,1
ASV_2168,4,4,2,5,3,4,4,7,0,1,2,0,0,0,0,0,4,1,1,0,3,3,4,5,3,0,2,2,5,9,2,7
ASV_278,5,6,1,6,1,0,0,1,0,0,0,0,0,0,0,0,3,4,6,6,1,3,2,2,20,1,2,0,6,8,0,3
ASV_5270,7,8,7,6,4,4,6,9,1,0,0,0,0,0,0,1,4,2,0,1,0,2,0,1,1,3,2,4,0,4,6,4
ASV_3314,2,0,2,0,0,0,0,1,19,20,12,8,0,0,0,2,4,1,1,1,0,0,1,0,4,4,0,2,3,0,0,0
ASV_5483,3,5,5,4,4,3,2,4,2,0,3,2,1,0,2,0,3,0,0,4,2,4,1,6,2,0,1,3,5,5,5,6
ASV_4248,4,4,3,3,1,2,2,0,1,0,0,0,0,0,0,0,3,3,4,2,3,4,5,1,13,6,2,6,2,2,6,5
ASV_3066,7,8,2,5,1,5,3,1,0,0,1,0,0,1,0,0,0,3,3,4,2,5,2,0,4,4,9,11,1,1,1,3
ASV_218,4,2,6,7,3,1,0,1,1,0,0,6,4,6,3,5,4,3,7,1,2,2,1,2,0,0,0,0,10,1,1,4
ASV_285,7,10,2,5,6,6,3,7,1,0,1,0,0,0,0,2,4,0,0,2,1,4,3,4,2,1,5,4,0,3,1,3
ASV_1672,7,4,4,1,1,2,4,1,0,0,0,0,0,1,0,0,6,4,0,3,1,6,0,1,12,5,5,4,3,7,3,2
ASV_362,4,0,7,2,3,1,0,0,1,0,5,4,6,5,4,2,6,8,2,3,2,1,0,2,3,1,0,5,4,0,3,3
ASV_3505,1,4,8,1,0,5,4,0,0,0,1,0,0,0,0,0,8,1,15,1,3,6,0,10,3,1,0,3,1,4,5,2
ASV_4638,5,5,1,1,2,3,4,9,1,8,4,5,0,0,0,0,2,1,7,1,1,0,1,13,5,0,1,1,1,2,3,0
ASV_5089,3,9,4,2,2,5,1,5,0,1,0,0,0,0,0,0,1,2,0,2,0,7,0,0,7,6,1,12,3,3,8,3
ASV_452,2,4,1,7,4,2,1,4,1,1,0,7,4,3,0,2,3,1,1,8,1,5,3,8,4,1,0,2,3,2,2,0
ASV_6383,2,11,3,11,4,1,5,3,0,0,5,1,0,0,0,1,2,1,2,3,5,2,1,1,15,0,2,0,2,0,1,3
ASV_438,2,1,2,1,1,3,6,3,4,5,8,0,4,5,5,4,2,5,5,0,2,3,2,4,2,0,0,1,1,3,2,1
ASV_2507,1,3,2,5,3,3,2,4,3,1,0,1,0,1,2,7,3,0,1,4,0,5,2,5,5,0,1,8,4,2,4,5
ASV_6168,2,1,5,5,1,0,0,0,0,0,4,0,0,0,0,0,1,2,4,3,11,0,1,0,1,1,26,1,3,1,5,9
ASV_4961,1,2,2,0,3,0,1,3,24,11,13,6,2,1,1,0,1,1,0,2,2,0,0,2,2,1,0,4,0,1,0,1
ASV_577,1,2,1,0,0,0,0,1,16,5,9,3,5,6,17,4,1,3,2,1,0,2,0,0,2,2,0,2,0,0,0,2
ASV_576,1,4,5,3,2,1,2,0,0,0,5,5,2,2,5,0,5,4,6,5,4,3,0,1,2,3,1,5,4,3,2,2
ASV_1294,1,3,1,0,0,1,5,2,16,7,10,4,2,1,3,5,0,0,2,3,1,1,1,0,4,5,0,5,1,1,0,2
ASV_1928,1,1,7,6,4,1,2,0,2,0,3,0,1,1,1,0,4,6,6,2,0,3,0,2,3,7,5,11,2,3,1,2
ASV_192,1,1,6,1,0,0,1,0,9,15,8,1,2,1,4,0,1,8,0,15,0,4,1,1,0,3,1,1,1,0,0,1
ASV_8149,0,3,3,5,0,2,0,1,13,0,6,0,5,0,0,1,6,6,8,3,5,2,2,1,0,3,0,5,2,0,0,5
ASV_6848,0,0,0,0,0,0,0,2,10,3,8,4,3,7,9,8,2,0,5,3,1,9,1,4,3,2,1,0,1,1,0,0
ASV_6850,0,0,0,0,0,0,0,0,53,1,9,7,0,1,0,0,0,2,0,1,0,2,0,2,3,1,0,4,1,0,0,0
ASV_1803,8,3,6,7,1,4,0,2,0,0,1,0,0,0,0,0,5,4,1,2,4,0,0,3,7,4,5,9,3,2,2,3
ASV_179,5,11,6,6,2,2,0,4,7,1,5,1,1,0,0,0,2,2,2,4,1,2,1,3,6,3,1,6,0,0,0,2
ASV_4717,6,9,4,11,7,3,3,1,3,0,6,0,0,0,0,0,3,1,1,2,2,3,2,2,7,4,0,1,0,3,1,1
ASV_7249,5,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,5,2,3,1,1,9,4,2,5,1,5,2,5,13,8,6
ASV_7566,6,10,20,7,2,0,2,0,0,1,0,0,0,4,0,0,4,2,0,3,1,2,1,4,1,2,2,1,2,2,3,4
ASV_7809,2,2,2,9,8,1,1,0,0,0,6,2,0,0,1,0,6,7,11,5,0,3,1,2,2,7,3,2,1,0,1,1
ASV_3430,3,3,7,2,2,1,0,0,0,0,2,0,0,0,1,0,3,6,8,4,4,2,0,4,6,3,1,9,2,4,4,5
ASV_388,9,7,2,2,0,0,1,2,0,0,0,0,0,1,0,0,1,6,1,3,1,3,1,2,25,2,0,3,1,4,7,2
ASV_4584,9,5,5,4,1,2,0,0,3,0,1,0,0,0,0,0,4,9,4,4,0,4,0,2,7,4,1,9,1,1,3,3
ASV_6708,1,7,3,3,2,0,1,0,0,0,0,0,0,0,0,0,7,2,0,8,6,4,2,1,1,3,3,0,14,13,4,1
ASV_7192,4,5,16,9,4,2,1,0,1,0,0,0,0,0,0,0,5,1,4,6,3,1,0,1,10,2,3,3,2,3,0,0
ASV_7196,5,2,2,6,2,0,1,0,3,0,1,1,1,3,0,0,9,14,3,5,3,0,0,2,4,1,1,4,4,2,4,3
ASV_2999,3,7,2,5,5,6,3,4,0,3,0,1,0,0,0,1,1,4,2,5,1,3,5,3,5,4,5,1,2,1,3,1
ASV_5359,1,4,1,4,3,3,1,4,3,4,4,1,3,3,1,0,0,5,2,4,4,6,3,5,2,2,1,3,2,4,2,1
ASV_4949,2,2,1,2,1,0,1,2,10,5,24,8,2,5,1,1,1,5,0,0,1,0,1,2,0,2,0,2,1,2,0,2
ASV_506,2,2,2,3,0,2,14,8,0,2,6,1,0,1,5,4,1,0,1,2,2,1,10,4,1,2,1,0,6,2,1,0
ASV_7583,1,3,6,0,0,3,4,2,10,7,1,3,2,3,6,8,2,3,3,1,3,1,1,1,1,5,0,2,1,3,0,0
ASV_151,2,1,2,3,0,3,0,0,6,0,9,6,1,3,0,2,4,1,17,3,4,1,5,2,0,9,1,0,0,0,1,0
ASV_4786,1,3,5,2,0,5,6,4,2,7,1,2,2,2,4,10,1,4,1,1,0,4,5,0,0,1,3,4,0,2,1,3
ASV_3251,0,3,1,6,0,0,2,3,3,5,1,3,1,2,1,1,4,3,0,13,3,12,1,6,3,1,2,0,2,3,0,1
ASV_274,0,1,6,3,0,2,1,4,11,10,1,3,6,19,1,6,3,1,1,0,0,0,3,0,0,0,0,3,0,1,0,0
ASV_8276,0,1,1,2,3,4,5,4,0,0,0,0,2,0,0,0,6,2,3,4,7,6,7,14,0,1,0,2,3,7,1,1
ASV_1922,0,1,4,4,19,2,0,8,0,1,0,0,0,0,0,1,1,0,4,3,0,6,7,11,0,0,1,2,0,7,2,2
ASV_8713,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,5,21,0,0,0,0,0,1,2
ASV_943,0,0,2,0,1,2,1,2,1,7,0,20,5,5,5,9,0,1,0,3,2,2,0,0,4,4,3,6,0,1,0,0
ASV_2948,0,0,1,3,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,22,15,0,0,0,0
ASV_5036,0,0,0,2,0,0,2,0,3,2,0,19,4,2,30,16,0,1,0,0,1,0,0,0,0,1,0,0,3,0,0,0
ASV_5867,7,4,6,3,2,1,1,0,1,0,12,9,1,2,2,1,4,3,3,0,2,2,1,0,1,3,3,1,1,0,7,2
ASV_2420,21,10,14,18,1,1,1,2,1,1,0,0,0,0,0,0,1,0,3,1,1,0,0,0,3,2,2,2,0,0,0,0
ASV_3485,1,1,1,2,3,4,18,3,6,3,5,3,1,0,8,1,0,2,1,1,3,3,0,3,0,0,1,1,5,0,3,2
ASV_7139,10,5,0,3,1,5,4,6,1,0,1,1,0,0,0,0,1,1,0,0,3,1,0,1,6,1,1,11,6,5,3,8
ASV_2320,5,4,1,4,2,3,3,10,1,1,0,0,1,0,0,0,6,2,3,1,2,4,2,6,3,1,0,2,1,3,7,7
ASV_162,3,0,0,0,0,1,0,1,2,14,0,13,0,1,0,0,4,3,7,3,9,3,10,5,0,3,2,0,0,0,0,1
ASV_1359,9,4,1,5,0,2,4,2,6,5,2,2,1,0,3,3,4,3,3,4,1,5,2,3,2,0,0,6,1,0,1,1
ASV_7546,9,2,6,7,1,0,5,1,2,1,0,1,1,0,0,0,6,2,0,3,1,4,2,2,3,5,2,2,3,5,5,4
ASV_2923,4,7,1,4,0,4,1,2,2,0,0,1,0,0,0,0,5,0,3,6,2,3,0,1,7,2,1,12,1,7,3,6
ASV_3151,6,6,5,2,0,1,0,0,0,0,0,0,1,0,1,1,5,6,2,18,0,1,2,6,5,0,3,0,1,2,2,9
ASV_4508,3,5,1,3,0,2,0,0,13,4,12,6,5,7,2,3,4,0,4,1,0,0,1,0,5,0,0,2,1,0,0,1
ASV_1180,2,2,5,2,1,2,0,2,0,1,2,6,1,2,0,0,9,2,9,7,0,1,3,1,6,3,3,0,5,1,1,6
ASV_227,7,8,8,5,1,3,4,1,5,5,0,0,0,0,2,0,0,0,0,2,0,1,3,5,7,1,2,8,4,1,1,1
ASV_4115,1,0,14,3,5,1,0,1,5,7,4,4,2,4,4,3,4,3,1,1,0,0,2,2,4,5,2,0,1,1,0,1
ASV_7935,2,1,5,5,13,0,1,4,0,0,5,4,0,0,0,0,4,4,4,1,0,1,2,1,4,8,1,2,1,5,5,2
ASV_5112,3,4,5,4,9,5,6,6,2,1,1,1,1,0,1,1,0,0,2,2,3,6,0,4,1,1,1,3,2,3,3,4
ASV_338,3,0,1,2,0,0,1,3,16,7,12,4,5,1,0,0,4,3,0,2,0,3,1,1,9,2,1,2,2,0,0,0
ASV_519,2,3,6,1,2,3,0,1,2,6,6,6,6,11,7,3,4,2,0,2,2,0,2,2,0,0,1,1,0,2,1,1
ASV_6648,2,9,1,2,3,0,1,1,0,0,11,2,0,0,0,1,1,0,6,32,1,1,0,0,1,2,7,0,0,1,0,0
ASV_3328,0,3,1,2,0,4,0,2,3,0,8,12,2,15,4,2,4,0,2,0,2,0,1,4,6,5,1,2,0,0,0,0
ASV_8632,0,1,0,1,0,0,0,1,0,0,17,0,0,2,0,2,8,6,4,1,0,3,0,2,4,0,19,2,3,7,2,0
ASV_569,0,1,1,1,1,2,1,2,9,2,3,8,3,2,7,12,1,2,3,1,0,0,6,2,2,6,3,1,1,1,1,0
ASV_5594,0,1,2,1,1,1,1,1,6,15,9,5,3,7,1,9,0,0,1,0,3,1,2,4,4,0,0,3,0,2,0,2
ASV_1729,0,3,4,6,0,0,1,2,1,0,15,4,7,1,5,1,1,2,2,3,5,3,0,2,4,2,3,1,3,2,1,1
ASV_6435,0,2,1,2,1,2,5,2,0,0,4,20,6,3,18,2,1,0,3,1,1,0,5,3,2,0,0,0,1,0,0,0
ASV_8298,0,0,0,0,0,3,0,0,7,0,13,0,0,0,0,1,8,1,6,0,0,0,0,3,11,5,7,7,5,4,2,2
ASV_7125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84,0,0,0,0,0,0,0
ASV_4445,6,5,3,3,7,0,0,2,0,0,1,0,0,0,0,0,14,6,4,11,1,0,2,2,3,2,4,4,0,1,2,1
ASV_3835,7,5,2,6,1,2,1,0,0,0,0,0,0,0,0,0,3,5,3,3,1,9,3,1,3,4,6,1,4,2,8,4
ASV_654,4,13,4,6,1,2,1,2,1,0,1,0,0,0,0,0,2,4,2,2,0,2,2,4,1,1,2,11,6,3,2,5
ASV_5598,2,2,3,2,11,0,3,5,0,0,12,0,0,0,2,0,3,16,6,1,3,0,3,0,0,1,1,1,1,2,2,2
ASV_5274,5,7,1,10,11,2,0,2,0,0,1,2,0,0,0,1,1,1,0,4,0,2,2,3,1,2,2,10,2,0,12,0
ASV_415,6,5,4,7,0,3,4,1,3,4,1,3,1,1,2,2,4,6,0,1,0,4,1,7,8,1,1,1,2,0,1,0
ASV_280,3,19,6,4,2,5,2,2,1,0,1,0,0,0,0,1,0,1,1,0,2,6,2,1,1,4,3,4,2,4,6,1
ASV_342,7,3,4,11,1,0,3,3,1,0,1,0,1,0,0,1,3,4,0,3,1,0,1,3,9,4,1,10,8,0,1,0
ASV_917,2,1,0,1,0,5,0,3,8,3,1,5,4,6,5,12,3,1,3,1,3,0,5,0,4,3,1,4,0,0,0,0
ASV_8342,2,2,0,0,0,1,0,1,11,4,16,9,2,2,4,2,0,4,6,5,0,0,1,2,4,2,0,0,0,2,0,2
ASV_3098,2,2,4,9,4,0,1,2,0,0,5,1,0,1,1,0,5,9,6,5,4,1,0,4,4,4,1,0,2,3,3,1
ASV_5466,6,1,9,7,1,4,4,2,1,0,0,0,0,0,0,0,1,3,1,1,1,3,0,1,5,5,9,3,4,3,4,5
ASV_3489,4,4,7,2,0,0,2,3,0,0,4,2,4,0,2,0,9,0,1,8,1,7,1,4,5,2,4,4,2,2,0,0
ASV_8214,3,3,2,1,0,1,6,4,1,0,4,6,1,3,4,0,4,4,3,5,2,2,1,2,5,1,2,3,7,2,1,1
ASV_1439,1,0,1,1,0,2,2,0,7,5,6,2,9,10,10,7,0,2,0,1,0,2,1,2,1,1,1,2,4,1,1,2
ASV_6275,7,6,9,4,3,2,2,2,0,0,0,0,0,0,0,0,1,2,1,5,4,3,3,1,3,1,5,8,5,2,3,2
ASV_7153,4,3,2,4,2,0,0,3,0,0,1,4,9,1,2,1,4,2,2,1,1,4,2,1,4,3,3,5,3,2,5,6
ASV_726,3,1,9,3,1,1,2,2,1,0,3,1,2,0,0,1,14,6,3,5,3,1,1,3,1,6,2,0,1,3,2,3
ASV_7588,1,6,1,1,1,0,4,5,6,4,11,4,0,1,0,10,0,1,1,1,1,15,0,1,2,0,0,3,0,3,1,0
ASV_1129,2,3,0,3,3,3,0,5,4,2,1,3,0,2,3,4,1,0,2,6,0,4,4,5,5,3,2,3,2,6,1,2
ASV_1536,3,3,5,5,0,0,0,1,0,0,5,6,5,3,8,2,6,2,2,2,1,0,6,3,3,2,2,0,1,4,2,2
ASV_1787,7,1,1,3,0,6,4,3,4,0,1,0,0,1,2,7,0,2,0,0,4,4,1,2,3,3,2,10,4,2,5,2
ASV_5461,4,4,6,2,7,0,0,1,1,0,1,0,7,2,2,0,3,3,5,9,1,2,3,5,2,2,4,1,2,2,1,2
ASV_2292,3,1,2,5,2,1,0,0,5,3,4,0,0,2,2,1,9,9,2,8,1,1,1,1,3,4,4,3,1,2,3,1
ASV_6132,3,0,2,1,0,2,1,1,9,12,16,9,0,2,2,2,0,0,1,2,0,0,0,2,8,4,0,3,0,1,1,0
ASV_2410,1,3,2,5,6,7,1,2,0,1,1,0,0,0,0,0,2,0,1,3,6,8,2,2,4,5,6,4,2,4,1,5
ASV_5768,1,0,0,0,1,0,1,5,4,1,1,0,6,2,1,0,1,2,3,1,1,3,0,3,5,11,1,9,2,5,10,4
ASV_7297,2,4,11,4,10,2,3,1,0,0,1,0,1,0,0,0,2,5,2,4,0,3,4,2,4,2,1,4,4,3,2,3
ASV_600,1,0,3,1,3,1,2,10,0,1,1,1,0,4,1,1,0,0,0,1,0,11,6,6,1,0,2,1,10,6,5,5
ASV_8552,1,2,0,0,1,3,3,5,6,2,1,10,0,4,5,5,4,0,8,0,3,0,5,2,2,3,1,3,0,1,2,2
ASV_5358,1,3,2,3,1,5,0,1,0,0,2,0,0,0,1,1,9,0,9,1,4,5,2,2,0,2,22,1,1,1,2,3
ASV_4267,1,13,4,2,6,1,7,6,0,0,1,0,0,0,0,0,2,1,2,12,1,1,3,2,0,2,12,1,2,1,0,1
ASV_580,1,4,10,4,1,0,0,3,0,0,0,2,2,0,2,0,6,25,7,3,0,1,1,0,0,1,3,1,0,4,0,3
ASV_4616,1,3,1,1,6,4,3,1,0,1,0,2,0,0,0,5,3,6,0,19,0,9,0,4,1,1,1,4,8,0,0,0
ASV_7772,2,2,16,7,1,0,1,1,0,1,0,6,1,0,0,0,2,9,2,1,0,5,0,0,1,3,5,1,4,8,5,0
ASV_6450,0,4,3,3,2,4,1,1,2,2,7,2,6,0,0,1,6,2,2,10,4,1,2,2,5,1,1,2,1,1,2,4
ASV_368,0,1,1,1,0,0,1,5,4,1,10,13,1,3,8,6,5,2,1,3,0,0,4,2,4,3,3,2,0,0,0,0
ASV_5776,0,1,2,0,0,1,1,3,6,10,6,2,6,16,1,2,0,6,1,1,1,0,8,2,0,0,2,1,3,1,1,0
ASV_246,0,2,1,0,0,1,0,1,6,17,1,7,0,0,1,2,1,7,2,3,1,1,4,0,9,7,1,6,1,1,1,0
ASV_3296,0,1,3,2,1,2,1,0,13,6,16,6,0,5,1,2,8,0,3,3,0,0,2,1,2,0,2,0,2,1,1,0
ASV_7905,0,0,7,2,0,3,0,0,7,6,7,5,2,2,8,9,1,2,3,3,1,4,0,0,2,2,1,2,4,1,0,0
ASV_5517,0,0,1,0,0,1,0,0,0,11,5,2,0,0,0,5,8,1,23,1,17,0,5,0,0,2,0,0,0,2,0,0
ASV_6734,0,0,0,0,2,0,0,8,0,0,2,0,4,15,12,7,1,1,0,2,1,2,2,15,0,0,0,0,2,2,0,6
ASV_552,8,2,6,6,1,5,0,1,0,0,0,0,0,0,0,0,4,1,2,3,6,3,1,8,7,2,3,5,0,5,4,0
ASV_4525,9,7,2,15,4,1,1,1,1,0,1,0,0,0,0,1,0,5,1,4,0,2,0,0,1,2,1,10,0,2,12,0
ASV_2158,21,13,5,3,1,0,0,5,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,4,3,0,13,1,0,8,0
ASV_4573,9,10,1,3,2,0,0,3,1,0,0,0,1,0,0,0,1,3,0,5,1,1,1,0,2,3,2,7,4,14,4,5
ASV_5169,6,2,3,3,3,0,5,0,0,0,8,1,2,0,0,0,5,3,4,9,2,2,4,1,6,0,4,3,2,1,4,0
ASV_5322,8,4,3,4,2,5,1,0,0,2,1,0,0,0,0,0,3,2,1,1,1,2,1,11,7,1,2,12,1,1,1,6
ASV_3831,6,1,4,2,8,3,7,5,0,0,2,0,0,0,0,0,1,1,3,2,3,1,1,6,1,1,1,3,8,4,6,3
ASV_864,4,6,3,2,0,0,2,2,10,3,6,0,0,0,0,2,4,7,0,3,1,4,0,1,9,1,1,7,3,1,0,1
ASV_4590,3,2,6,3,1,2,2,6,0,3,0,1,0,0,0,0,6,0,10,6,3,1,3,3,4,2,1,4,2,3,4,2
ASV_5222,3,0,3,3,4,0,2,0,0,0,0,0,0,0,0,0,6,2,2,2,6,0,1,2,3,7,5,17,2,4,7,2
